"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6"
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","No",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","No",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","No",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","No",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,161,"MWI","Malawi","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,163,"NIC","Nicaragua","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,166,"NER","Niger","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,167,"NGA","Nigeria","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,169,"NAM","Namibia","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,170,"NOR","Norway","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,171,"NPL","Nepal (Republic of)","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","No",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,173,"NZL","New Zealand","No",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2017,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,176,"OMN","Oman","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","No",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2017,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,182,"PAK","Pakistan","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,184,"PHL","Philippines","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,188,"PNG","Papua New Guinea","No",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,189,"PAN","Panama","Yes",2017,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2017,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,190,"POL","Poland","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2017,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,191,"PRT","Portugal","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,192,"PRY","Paraguay","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2001,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2002,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,193,"PER","Peru","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","No",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2015,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,196,"QAT","Qatar","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2003,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2011,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2012,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2013,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2014,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2016,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,200,"ROU","Romania","Yes",2018,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2004,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2005,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2006,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2007,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2008,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2009,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2010,"","","",,,,,,
3109,"trRAAuton","Autonomy in decision-making",,,201,"RWA","Rwanda","Yes",2011,"","","",,,,,,
